STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,MN,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,MN,,99,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,MN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,MN,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,MN,,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,MN,,74,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,MN,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,MN,,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,MN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,MN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,MN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,SC_SNTWS,Quality of support network,L,Value,MN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,MN,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,MN,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,MN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,MN,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,MN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,MN,,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,MN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,SC_SNTWS,Quality of support network,L,Value,MN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,MN,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,MN,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,MN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,MN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,MN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,MN,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,MN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,MN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,MN,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,WMN,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,WMN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,WMN,,87,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,WMN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,SC_SNTWS,Quality of support network,L,Value,WMN,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,WMN,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,WMN,,98,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,SC_SNTWS,Quality of support network,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,WMN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,WMN,,79,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,WMN,,98,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,WMN,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,WMN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,WMN,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,WMN,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,WMN,,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,WMN,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,WMN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,SC_SNTWS,Quality of support network,L,Value,WMN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,WMN,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,WMN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,WMN,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,WMN,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,WMN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,WMN,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,SC_SNTWS,Quality of support network,L,Value,WMN,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,WMN,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,WMN,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,WMN,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,WMN,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,WMN,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,WMN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,WMN,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,WMN,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,WMN,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,HGH,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,HGH,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,SC_SNTWS,Quality of support network,L,Value,HGH,,99,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,HGH,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,HGH,,100,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,SC_SNTWS,Quality of support network,L,Value,HGH,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,HGH,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,HGH,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,HGH,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,HGH,,99,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,HGH,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,HGH,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,HGH,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,HGH,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,HGH,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,HGH,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,HGH,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,HGH,,98,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,SC_SNTWS,Quality of support network,L,Value,HGH,,98,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,HGH,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,HGH,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,HGH,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,HGH,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,HGH,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,HGH,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,HGH,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,HGH,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,HGH,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,HGH,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,HGH,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,HGH,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,SC_SNTWS,Quality of support network,L,Value,HGH,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,LW,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,LW,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,SC_SNTWS,Quality of support network,L,Value,LW,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,LW,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,LW,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,SC_SNTWS,Quality of support network,L,Value,LW,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,LW,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,LW,,77,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,LW,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,LW,,97,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,LW,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,LW,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,LW,,78,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,LW,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,LW,,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,LW,,96,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,LW,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,LW,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,LW,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,LW,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,SC_SNTWS,Quality of support network,L,Value,LW,,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,LW,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,LW,,88,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,LW,,93,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,LW,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,LW,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,LW,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,LW,,95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,LW,,90,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,ES_EDUA,Educational attainment,L,Value,TOT,,84,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,ES_EDUA,Educational attainment,L,Value,TOT,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,TOT,,80,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,ES_EDUA,Educational attainment,L,Value,TOT,,92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,ES_EDUA,Educational attainment,L,Value,TOT,,94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,TOT,,82,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,ES_EDUA,Educational attainment,L,Value,TOT,,91,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,ES_EDUA,Educational attainment,L,Value,TOT,,81,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,ES_EDUA,Educational attainment,L,Value,TOT,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,ES_EDUA,Educational attainment,L,Value,TOT,,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,TOT,,86,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,TOT,,76,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,TOT,,85,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,ES_EDUA,Educational attainment,L,Value,TOT,,63,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,ES_EDUA,Educational attainment,L,Value,TOT,,89,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,TOT,,74,,A,,PC,Percentage,0,Units,,
